Year,Make,Model/Grade,Price (JA$),URL
2012,Toyota,"Voxy 2,0L","JA$1,850,000",https://www.jacars.net/adv/2500875_toyota-voxy-2-0l-2012/
2018,Toyota,"Voxy 2,0L","JA$3,800,000",https://www.jacars.net/adv/2481447_toyota-voxy-2-0l-2018/
2017,Toyota,"Axio 1,5L","JA$1,790,000",https://www.jacars.net/adv/2499403_toyota-axio-1-5l-2017/
1995,Toyota,"Camry 2,2L","JA$175,000",https://www.jacars.net/adv/2500896_toyota-camry-2-2l-1995/
2004,Toyota,"Camry 2,4L","JA$180,000",https://www.jacars.net/adv/2500894_toyota-camry-2-4l-2004/
2015,Toyota,"Noah 1,9L","JA$2,670,000",https://www.jacars.net/adv/2475671_toyota-noah-1-9l-2015/
2017,Toyota,"Noah 1,9L","JA$3,240,000",https://www.jacars.net/adv/2475403_toyota-noah-1-9l-2017/
2016,Toyota,"Esquire 1,9L","JA$2,450,000",https://www.jacars.net/adv/2478926_toyota-esquire-1-9l-2016/
2016,Toyota,"Voxy 2,0L","JA$2,970,000",https://www.jacars.net/adv/2469336_toyota-voxy-2-0l-2016/
2017,Toyota,"Voxy 2,0L","JA$3,150,000",https://www.jacars.net/adv/2453269_toyota-voxy-2-0l-2018/
2016,Toyota,"Noah 1,9L","JA$2,450,000",https://www.jacars.net/adv/2471112_toyota-noah-1-9l-2016/
2018,Toyota,"Fielder 1,8L","JA$2,750,000",https://www.jacars.net/adv/2500877_toyota-fielder-1-8l-2018/
2019,Toyota,"Rush 1,5L","JA$2,600,000",https://www.jacars.net/adv/2500873_toyota-rush-1-5l-2019/
2016,Toyota,"Voxy 2,0L","JA$2,990,000",https://www.jacars.net/adv/2500870_toyota-voxy-2-0l-2016/
2016,Toyota,"Hilux 2,5L",Call for price,https://www.jacars.net/adv/2496598_toyota-hilux-2-5l-2016/
2017,Toyota,"Harrier 2,0L","JA$4,400,000",https://www.jacars.net/adv/2438989_toyota-harrier-2-0l-2017/
2002,Toyota,"Mark II 2,5L","JA$650,000",https://www.jacars.net/adv/2500867_toyota-mark-ii-2-5l-2002/
2015,Toyota,"Voxy 2,0L","JA$2,670,000",https://www.jacars.net/adv/2497984_toyota-voxy-2-0l-2015/
2015,Toyota,"Vellfire 2,5L","JA$5,200,000",https://www.jacars.net/adv/2500866_toyota-vellfire-2-5l-2015/
2015,Toyota,"Corolla Altis 1,6L","JA$1,600,000",https://www.jacars.net/adv/2500862_toyota-corolla-altis-1-6l-2015/
2022,Toyota,"Raize 1,5L",Call for price,https://www.jacars.net/adv/2500859_toyota-raize-1-5l-2022/
2020,Toyota,"Fielder 1,5L","JA$2,650,000",https://www.jacars.net/adv/2487748_toyota-fielder-1-5l-2020/
2019,Toyota,"Voxy 2,0L","JA$4,300,000",https://www.jacars.net/adv/2496733_toyota-voxy-2-0l-2019/
2015,Toyota,"Noah 2,0L","JA$2,650,000",https://www.jacars.net/adv/2496585_toyota-noah-2-0l-2015/
2020,Toyota,"Probox 1,5L","JA$1,900,000",https://www.jacars.net/adv/2496586_toyota-probox-1-5l-2020/
2020,Toyota,"Probox 1,5L","JA$1,900,000",https://www.jacars.net/adv/2496588_toyota-probox-1-5l-2020/
2016,Toyota,"Esquire 2,0L","JA$2,850,000",https://www.jacars.net/adv/2496594_toyota-esquire-2-0l-2016/
2015,Toyota,"Esquire 2,0L","JA$2,600,000",https://www.jacars.net/adv/2496595_toyota-esquire-2-0l-2015/
2020,Toyota,"Voxy 2,0L","JA$4,500,000",https://www.jacars.net/adv/2496597_toyota-voxy-2-0l-2020/
2019,Toyota,"Regius 2,7L","JA$3,650,000",https://www.jacars.net/adv/2489843_toyota-regius-2-7l-2019/
2015,Toyota,"Esquire 2,0L","JA$2,650,000",https://www.jacars.net/adv/2489439_toyota-esquire-2-0l-2015/
2020,Toyota,"Raize 1,3L","JA$3,650,000",https://www.jacars.net/adv/2496727_toyota-raize-1-3l-2020/
2014,Toyota,"Vitz 1,1L","JA$900,000",https://www.jacars.net/adv/2500849_toyota-vitz-1-1l-2014/
2023,Toyota,"Crown 2,5L","JA$8,950,000",https://www.jacars.net/adv/2499525_toyota-crown-2-5l-2023/
1994,Toyota,"Mark II 2,0L","JA$250,000",https://www.jacars.net/adv/2500846_toyota-mark-ii-2-0l-1994/
2020,Toyota,"Yaris 1,0L","JA$2,150,000",https://www.jacars.net/adv/2500844_toyota-yaris-1-0l-2020/
2019,Toyota,"Noah 1,8L","JA$3,800,000",https://www.jacars.net/adv/2500835_toyota-noah-0-8l-2019/
2015,Toyota,"Probox 1,5L","JA$1,380,000",https://www.jacars.net/adv/2500830_toyota-probox-1-5l-2015/
2020,Toyota,"Axio 1,5L","JA$2,190,000",https://www.jacars.net/adv/2500825_toyota-axio-1-5l-2020/
2022,Toyota,"Corolla Cross 2,0L","JA$4,699,999",https://www.jacars.net/adv/2500824_toyota-corolla-cross-2-0l-2022/
2024,Toyota,"Raize 1,1L","JA$3,950,000",https://www.jacars.net/adv/2484581_toyota-raize-1-1l-2024/
2018,Toyota,"Noah 2,0L","JA$2,880,000",https://www.jacars.net/adv/2493384_2018-toyota-noah/
2015,Toyota,"Axio 1,5L","JA$1,480,000",https://www.jacars.net/adv/2496833_toyota-axio-1-5l-2015/
2020,Toyota,"Yaris 1,0L","JA$2,100,000",https://www.jacars.net/adv/2500814_toyota-yaris-1-0l-2020/
2013,Toyota,"Fielder 1,5L","JA$1,345,000",https://www.jacars.net/adv/2488130_toyota-fielder-1-5l-2010/
2015,Toyota,"Noah 1,8L",Call for price,https://www.jacars.net/adv/2498409_toyota-noah-1-8l-2015/
2018,Toyota,"Noah 2,0L",Call for price,https://www.jacars.net/adv/2500199_toyota-noah-2-0l-2018/
2015,Toyota,"Voxy 2,0L",Call for price,https://www.jacars.net/adv/2500206_toyota-voxy-2-0l-2015/
2022,Toyota,"Harrier 2,0L","JA$5,490,000",https://www.jacars.net/adv/2500804_toyota-harrier-2-0l-2022/
2020,Toyota,"Axio 1,5L","JA$2,490,000",https://www.jacars.net/adv/2500801_toyota-axio-1-5l-2020/
2018,Toyota,"Tacoma 2,7L","JA$5,800,000",https://www.jacars.net/adv/2496582_toyota-tacoma-2-7l-2018/
2019,Toyota,"Vitz 1,0L","JA$1,969,000",https://www.jacars.net/adv/2481664_toyota-vitz-1-0l-2019/
2020,Toyota,"Aqua 1,5L","JA$2,189,000",https://www.jacars.net/adv/2481653_toyota-aqua-1-5l-2020/
2019,Toyota,"Axio 1,5L","JA$2,299,000",https://www.jacars.net/adv/2482015_toyota-axio-1-5l-2019/
2020,Toyota,"Fielder 1,5L","JA$2,399,000",https://www.jacars.net/adv/2494158_toyota-fielder-1-5l-2020/
2019,Toyota,"C-HR 1,8L","JA$3,399,000",https://www.jacars.net/adv/2448805_toyota-c-hr-1-5l-2019/
2020,Toyota,"Noah 2,0L","JA$3,499,000",https://www.jacars.net/adv/2496963_toyota-noah-2-0l-2020/
2015,Toyota,"Wish 1,8L","JA$2,299,000",https://www.jacars.net/adv/2496965_toyota-wish-1-8l-2015/
2018,Toyota,"Hiace 2,7L","JA$6,790,000",https://www.jacars.net/adv/2461561_toyota-hiace-2-7l-2018/
2015,Toyota,"Noah 1,8L","JA$3,150,000",https://www.jacars.net/adv/2489724_toyota-noah-1-8l-2015/
2024,Toyota,"RAV4 2,0L","JA$7,500,000",https://www.jacars.net/adv/2500792_toyota-rav4-2-0l-2024/
2020,Toyota,"C-HR 1,8L","JA$4,150,000",https://www.jacars.net/adv/2478172_toyota-c-hr-1-5l-2020/
2020,Toyota,"Voxy 2,0L","JA$4,500,000",https://www.jacars.net/adv/2495531_toyota-voxy-2-0l-2020/
2015,Toyota,"Fielder 1,5L","JA$1,750,000",https://www.jacars.net/adv/2483808_toyota-fielder-1-5l-2015/
2019,Toyota,"Voxy 2,0L",Call for price,https://www.jacars.net/adv/2498928_toyota-voxy-2-0l-2019/
2020,Toyota,"Noah 2,0L",Call for price,https://www.jacars.net/adv/2500776_toyota-noah-2-0l-2020/
2019,Toyota,"Probox 1,3L","JA$1,850,000",https://www.jacars.net/adv/2500597_toyota-probox-1-3l-2019/
2023,Toyota,"Raize 1,0L","JA$4,500,000",https://www.jacars.net/adv/2500757_toyota-raize-1-0l-2023/
2020,Toyota,"RAV4 2,5L","JA$5,350,000",https://www.jacars.net/adv/2499300_toyota-rav4-2-5l-2020/
2021,Toyota,"Aqua 1,5L","JA$2,150,000",https://www.jacars.net/adv/2500737_toyota-aqua-1-5l-2021/
2021,Toyota,"Hiace 2,8L","JA$4,200,000",https://www.jacars.net/adv/2500625_2021-toyota-hiace/
2018,Toyota,"Premio 1,5L","JA$2,200,000",https://www.jacars.net/adv/2500717_toyota-premio-1-5l-2018/
2024,Toyota,"Harrier 2,0L","JA$7,599,000",https://www.jacars.net/adv/2488515_toyota-harrier-2-0l-2024/
2019,Toyota,"Aqua 1,3L","JA$1,690,000",https://www.jacars.net/adv/2499389_toyota-aqua-1-3l-2019/
2020,Toyota,"Yaris 1,5L",Call for price,https://www.jacars.net/adv/2488221_toyota-yaris-1-5l-2020/
2010,Toyota,"Allion 2,0L","JA$1,295,000",https://www.jacars.net/adv/2500679_toyota-allion-2-0l-2010/
2014,Toyota,"Premio 2,0L","JA$1,859,999",https://www.jacars.net/adv/2500673_toyota-premio-2-0l-2014/
2020,Toyota,"Corolla 1,8L","JA$2,899,000",https://www.jacars.net/adv/2500664_toyota-corolla-1-8l-2020/
2011,Toyota,"RAV4 2,0L","JA$1,450,000",https://www.jacars.net/adv/2496401_toyota-rav4-2-0l-2011/
2020,Toyota,"Corolla 1,5L","JA$2,950,000",https://www.jacars.net/adv/2500656_toyota-corolla-1-5l-2020/
2021,Toyota,"Corolla 1,8L",Call for price,https://www.jacars.net/adv/2492624_toyota-corolla-1-8l-2021/
2013,Toyota,"Mark X 3,5L","JA$1,900,000",https://www.jacars.net/adv/2500644_toyota-mark-x-3-5l-2013/
2017,Toyota,"Probox 1,5L","JA$1,720,000",https://www.jacars.net/adv/2500635_toyota-probox-1-5l-2017/
2015,Toyota,"Mark X 2,5L","JA$2,200,000",https://www.jacars.net/adv/2500632_toyota-mark-x-2-5l-2015/
2015,Toyota,"Axio 1,5L","Swap, Negotiable",https://www.jacars.net/adv/2500627_toyota-axio-1-5l-2015/
2020,Toyota,"Aqua 1,5L","JA$1,930,000",https://www.jacars.net/adv/2488685_toyota-aqua-1-5l-2020/
2021,Toyota,"Axio 1,5L","JA$2,650,000",https://www.jacars.net/adv/2490437_toyota-axio-1-5l-2021/
2021,Toyota,"Aqua 1,5L","JA$2,350,000",https://www.jacars.net/adv/2494217_toyota-aqua-1-5l-2021/
2015,Toyota,"Wish 1,8L","JA$2,250,000",https://www.jacars.net/adv/2500624_toyota-wish-1-8l-2015/
2015,Toyota,"Wish 1,8L","JA$2,250,000",https://www.jacars.net/adv/2500622_toyota-wish-1-8l-2015/
2012,Toyota,"Isis 1,8L","JA$1,000,000",https://www.jacars.net/adv/2500604_toyota-isis-1-8l-2012/
2015,Toyota,"Noah 2,0L","JA$3,050,000",https://www.jacars.net/adv/2487898_2015-toyota-noah/
2019,Toyota,"Vitz 1,0L","JA$1,850,000",https://www.jacars.net/adv/2490433_toyota-vitz-1-0l-2019/
2016,Toyota,"Crown Athlete 2,5L","JA$3,850,000",https://www.jacars.net/adv/2500581_toyota-crown-athlete-2-5l-2016/
2016,Toyota,"Voxy 2,0L","JA$3,050,000",https://www.jacars.net/adv/2495471_toyota-voxy-2-0l-2016/
2012,Toyota,"Probox 1,5L","JA$950,000",https://www.jacars.net/adv/2500556_toyota-probox-1-5l-2012/
2022,Toyota,"Fielder 1,5L","JA$2,550,000",https://www.jacars.net/adv/2500547_toyota-fielder-1-5l-2022/
2023,Toyota,"Prado 2,7L","JA$11,500,000",https://www.jacars.net/adv/2500539_toyota-prado-2-7l-2023/
2015,Toyota,"Noah 2,0L","JA$2,300,000",https://www.jacars.net/adv/2500538_toyota-noah-2-0l-2015/
2014,Toyota,"Voxy 2,0L",Call for price,https://www.jacars.net/adv/2500532_toyota-voxy-2-0l-2014/
2015,Toyota,"Voxy 2,0L","JA$2,500,000",https://www.jacars.net/adv/2500531_toyota-voxy-2-0l-2015/
2016,Toyota,"Voxy 2,0L","JA$2,980,000",https://www.jacars.net/adv/2500524_toyota-voxy-2-0l-2016/
2020,Toyota,"Axio 1,5L","JA$2,565,000",https://www.jacars.net/adv/2500522_toyota-axio-1-5l-2020/
2021,Toyota,"Prado 2,6L","JA$8,600,000",https://www.jacars.net/adv/2499401_toyota-prado-2-5l-2021/
2015,Toyota,"Voxy 2,0L","JA$2,890,000",https://www.jacars.net/adv/2499544_toyota-voxy-2-0l-2015/
2016,Toyota,"Noah 2,0L","JA$2,950,000",https://www.jacars.net/adv/2499625_toyota-noah-2-0l-2017/
2017,Toyota,"Noah 2,0L","JA$3,500,000",https://www.jacars.net/adv/2484099_toyota-noah-2-0l-2017/
2002,Toyota,"Mark II 2,0L","JA$600,000",https://www.jacars.net/adv/2500515_toyota-mark-ii-5-5l-2002/
2010,Toyota,"Mark X 2,5L","JA$1,690,000",https://www.jacars.net/adv/2500513_toyota-mark-x-2-5l-2010/
2020,Toyota,"RAV4 2,4L","JA$6,000,000",https://www.jacars.net/adv/2500512_toyota-rav4-2-4l-2020/
2018,Toyota,"Axio 1,5L","JA$1,880,000",https://www.jacars.net/adv/2500509_toyota-axio-1-5l-2018/
2020,Toyota,"Corolla 1,5L","JA$2,950,000",https://www.jacars.net/adv/2500504_toyota-corolla-1-5l-2020/
2015,Toyota,"Mark X 2,5L","JA$3,250,000",https://www.jacars.net/adv/2500503_toyota-mark-x-2-5l-2015/
2006,Toyota,"Corolla 1,5L","JA$670,000",https://www.jacars.net/adv/2500501_toyota-corolla-1-5l-2006/
2015,Toyota,"Fielder 1,5L","JA$1,875,000",https://www.jacars.net/adv/2500500_toyota-fielder-1-5l-2015/
2007,Toyota,"Yaris 1,5L","JA$730,000",https://www.jacars.net/adv/2500499_toyota-yaris-1-5l-2007/
2023,Toyota,"RAV4 1,9L","JA$6,500,000",https://www.jacars.net/adv/2500497_toyota-rav4-1-9l-2023/
2020,Toyota,"Voxy 2,0L","JA$4,400,000",https://www.jacars.net/adv/2496788_toyota-voxy-2-0l-2020/
2022,Toyota,"Corolla Cross 1,8L",Negotiable,https://www.jacars.net/adv/2500485_toyota-corolla-cross-1-8l-2022/
2015,Toyota,"Noah 1,8L","JA$3,060,000",https://www.jacars.net/adv/2500481_toyota-noah-1-8l-2015/
2020,Toyota,"Land Cruiser Prado 3,0L","JA$8,000,000",https://www.jacars.net/adv/2500470_toyota-land-cruiser-prado-2020-3l/
2017,Toyota,"Mark X 2,0L","JA$3,550,000",https://www.jacars.net/adv/2500476_toyota-mark-x-2-0l-2017/
2015,Toyota,"Crown 2,4L","JA$3,380,000",https://www.jacars.net/adv/2500475_toyota-crown-2-4l-2015/
2019,Toyota,"Voxy 2,0L","JA$4,420,000",https://www.jacars.net/adv/2500474_toyota-voxy-2-0l-2019/
2016,Toyota,"Noah 2,0L","JA$3,000,000",https://www.jacars.net/adv/2483396_toyota-noah-2-0l-2016/
2015,Toyota,"Esquire 2,0L","JA$2,730,000",https://www.jacars.net/adv/2493831_toyota-esquire-2-0l-2015/
2020,Toyota,"Corolla Touring 2,0L","JA$2,850,000",https://www.jacars.net/adv/2493833_toyota-corolla-touring-2-0l-2020/
2015,Toyota,"Fielder 1,5L","JA$1,750,000",https://www.jacars.net/adv/2500464_toyota-fielder-1-5l-2015/
2015,Toyota,"Isis 1,8L","JA$1,950,000",https://www.jacars.net/adv/2500458_toyota-isis-1-8l-2015/
2015,Toyota,"Esquire 2,0L","JA$2,650,000",https://www.jacars.net/adv/2500456_toyota-esquire-2-0l-2015/
2015,Toyota,"Fielder 1,5L","JA$1,750,000",https://www.jacars.net/adv/2500455_toyota-fielder-1-5l-2015/
2019,Toyota,"Voxy 2,0L","JA$4,150,000",https://www.jacars.net/adv/2473094_toyota-voxy-2-0l-2019/
2020,Toyota,"Probox 1,5L","JA$2,150,000",https://www.jacars.net/adv/2488947_toyota-probox-1-5l-2020/
2012,Toyota,"Mark X 2,5L","JA$1,600,000",https://www.jacars.net/adv/2500451_toyota-mark-x-2-5l-2012/
2014,Toyota,"Wish 1,8L","JA$1,800,000",https://www.jacars.net/adv/2480820_toyota-wish-1-8l-2014/
2021,Toyota,"Land Cruiser Prado 2,7L",Negotiable,https://www.jacars.net/adv/2500450_toyota-land-cruiser-prado-2-7l-2021/
2016,Toyota,"Voxy 2,0L","JA$2,899,000",https://www.jacars.net/adv/2493206_toyota-voxy-2-0l-2016/
2015,Toyota,"Noah 2,0L","JA$2,799,000",https://www.jacars.net/adv/2495009_toyota-noah-2-0l-2015/
2019,Toyota,"Hiace 2,7L","JA$5,500,000",https://www.jacars.net/adv/2494089_toyota-hiace-2-7l-2019/
2023,Toyota,"Axio 1,5L","JA$3,490,000",https://www.jacars.net/adv/2447990_toyota-axio-1-5l-2023/
2020,Toyota,"Yaris 1,0L","JA$2,150,000",https://www.jacars.net/adv/2500447_toyota-yaris-1-0l-2020/
2020,Toyota,"Aqua 1,5L","JA$2,050,000",https://www.jacars.net/adv/2500446_toyota-aqua-1-5l-2020/
2015,Toyota,"Voxy 2,0L","JA$2,950,000",https://www.jacars.net/adv/2500445_toyota-voxy-2-0l-2015/
2016,Toyota,"Voxy 2,0L","JA$3,050,000",https://www.jacars.net/adv/2500444_toyota-voxy-2-0l-2016/
2014,Toyota,"Isis 2,0L","JA$1,700,000",https://www.jacars.net/adv/2500438_toyota-isis-2-0l-2014/
2020,Toyota,"Corolla 1,7L","JA$2,895,000",https://www.jacars.net/adv/2498680_toyota-corolla-1-7l-2020/
2015,Toyota,"Fielder 1,5L","JA$1,995,000",https://www.jacars.net/adv/2500430_toyota-fielder-1-5l-2015/
2017,Toyota,"Yaris 1,2L","JA$2,290,000",https://www.jacars.net/adv/2500429_toyota-yaris-1-2l-2017/
2022,Toyota,"Probox 1,5L","JA$2,200,000",https://www.jacars.net/adv/2500427_toyota-probox-1-5l-2022/
2013,Toyota,"Vanguard 2,0L","JA$2,100,000",https://www.jacars.net/adv/2498308_toyota-vanguard-2-0l-2013/
2018,Toyota,"RAV4 2,0L","JA$3,500,000",https://www.jacars.net/adv/2500418_toyota-rav4-2-0l-2018/
2021,Toyota,"Yaris Cross 1,5L","JA$3,850,000",https://www.jacars.net/adv/2500413_toyota-yaris-cross-1-5l-2021/
2021,Toyota,"Yaris Cross 1,5L","JA$3,850,000",https://www.jacars.net/adv/2500412_toyota-yaris-cross-1-5l-2021/
2015,Toyota,"Fielder 1,5L","JA$2,050,000",https://www.jacars.net/adv/2500410_toyota-fielder-1-5l-2015/
2015,Toyota,"Voxy 2,0L","JA$3,000,000",https://www.jacars.net/adv/2500408_toyota-voxy-2-0l-2015/
2016,Toyota,"Voxy 2,0L","JA$2,975,000",https://www.jacars.net/adv/2484986_toyota-voxy-1-9l-2016/
2015,Toyota,"Noah 2,0L","JA$2,590,000",https://www.jacars.net/adv/2500379_toyota-noah-2-0l-2015/
2020,Toyota,"Crown 2,5L","JA$4,800,000",https://www.jacars.net/adv/2500375_toyota-crown-2-5l-2020/
2016,Toyota,"Esquire 2,0L","JA$3,190,000",https://www.jacars.net/adv/2493682_toyota-esquire-2-0l-2016/
2015,Toyota,"Hiace 3,0L","JA$3,550,000",https://www.jacars.net/adv/2496327_toyota-hiace-3-0l-2015/
2017,Toyota,"Probox 1,5L","JA$1,320,000",https://www.jacars.net/adv/2500371_toyota-probox-1-5l-2017/
2015,Toyota,"Voxy 2,0L","JA$2,850,000",https://www.jacars.net/adv/2492363_toyota-voxy-2-0l-2015/
2015,Toyota,"Noah 2,0L","JA$2,799,999",https://www.jacars.net/adv/2500366_toyota-noah-2-0l-2015/
2016,Toyota,"Voxy 2,0L","JA$3,100,000",https://www.jacars.net/adv/2493600_toyota-voxy-2-0l-2016/
2019,Toyota,"Crown 2,0L","JA$3,750,000",https://www.jacars.net/adv/2500362_toyota-crown-2-0l-2019/
2007,Toyota,"Axio 1,5L","JA$730,000",https://www.jacars.net/adv/2500361_toyota-axio-1-5l-2007/
2021,Toyota,"RAV4 2,0L","JA$5,890,000",https://www.jacars.net/adv/2500350_toyota-rav4-1-6l-2021/
2016,Toyota,"Voxy 2,0L","JA$2,700,000",https://www.jacars.net/adv/2493788_toyota-voxy-2-0l-2016/
2016,Toyota,"Esquire 1,9L","JA$2,680,000",https://www.jacars.net/adv/2492073_toyota-esquire-1-9l-2016/
2013,Toyota,"RAV4 2,0L","JA$1,930,000",https://www.jacars.net/adv/2500340_toyota-rav4-2-0l-2013/
2016,Toyota,"Noah 1,9L","JA$2,680,000",https://www.jacars.net/adv/2492074_toyota-noah-1-9l-2016/
2020,Toyota,"RAV4 2,0L","JA$5,400,000",https://www.jacars.net/adv/2499417_toyota-rav4-2-0l-2020/
2016,Toyota,"Hiace 3,0L",Call for price,https://www.jacars.net/adv/2500336_toyota-hiace-3-0l-2016/
2013,Toyota,"Voxy 2,0L","JA$1,900,000",https://www.jacars.net/adv/2500335_2013-toyota-voxy/
2019,Toyota,"Crown 2,0L","JA$4,850,000",https://www.jacars.net/adv/2500332_toyota-crown-2-0l-2019/
2020,Toyota,"Corolla 1,8L",Call for price,https://www.jacars.net/adv/2500328_toyota-corolla-1-8l-2020/
2023,Toyota,"RAV4 2,0L","JA$6,480,000",https://www.jacars.net/adv/2496254_toyota-rav4-2-0l-2023/
2008,Toyota,"Crown 3,5L","JA$450,000",https://www.jacars.net/adv/2500303_toyota-crown-3-5l-2008/
2021,Toyota,"Axio 1,5L","JA$2,490,000",https://www.jacars.net/adv/2500300_toyota-axio-1-5l-2021/
2019,Toyota,"Axio 1,5L","JA$2,280,000",https://www.jacars.net/adv/2494413_toyota-axio-1-5l-2019/
2015,Toyota,"Corolla 1,6L","JA$1,990,000",https://www.jacars.net/adv/2463819_toyota-corolla-1-6l-2015/
2016,Toyota,"Harrier 2,0L","JA$4,300,000",https://www.jacars.net/adv/2500290_toyota-harrier-2-0l-2016/
2015,Toyota,"Voxy 2,0L","JA$2,300,000",https://www.jacars.net/adv/2500283_toyota-voxy-2-0l-2015/
2020,Toyota,"Probox 1,5L","JA$2,150,000",https://www.jacars.net/adv/2500260_toyota-probox-1-5l-2020/
2012,Toyota,"Crown 2,5L","JA$1,550,000",https://www.jacars.net/adv/2500257_toyota-crown-2-5l-2012/
2013,Toyota,"RAV4 2,0L",Call for price,https://www.jacars.net/adv/2500249_toyota-rav4-2-0l-2013/
2018,Toyota,"Aqua 1,5L",Call for price,https://www.jacars.net/adv/2420574_toyota-aqua-1-5l-2018/
2016,Toyota,"Voxy 2,0L","JA$2,999,000",https://www.jacars.net/adv/2500227_toyota-voxy-2-0l-2016/
2015,Toyota,"Voxy 2,0L",Negotiable,https://www.jacars.net/adv/2500225_toyota-voxy-2-0l-2015/
2014,Toyota,"Voxy 2,0L",Negotiable,https://www.jacars.net/adv/2500223_toyota-voxy-2-0l-2014/
2020,Toyota,"Corolla 1,8L",Negotiable,https://www.jacars.net/adv/2500221_toyota-corolla-1-8l-2020/
2013,Toyota,"Mark X 2,4L",Negotiable,https://www.jacars.net/adv/2500217_toyota-mark-x-2-4l-2013/
2019,Toyota,"Probox 1,5L","Swap, Negotiable",https://www.jacars.net/adv/2488755_toyota-probox-1-5l-2019/
2014,Toyota,"Probox 1,5L","JA$1,440,000",https://www.jacars.net/adv/2488756_toyota-probox-1-5l-2014/
2012,Toyota,"Coaster 4,0L","JA$7,980,000",https://www.jacars.net/adv/2476027_2012-toyota-coaster/
2020,Toyota,"Noah 2,0L","JA$3,475,000",https://www.jacars.net/adv/2495119_toyota-noah-2-0l-2020/
2023,Toyota,"Prado 2,7L","JA$11,000,000",https://www.jacars.net/adv/2499554_toyota-prado-2-7l-2023/
2012,Toyota,"Camry 2,5L",Call for price,https://www.jacars.net/adv/2500214_toyota-camry-2-5l-2012/
2010,Toyota,"Axio 1,5L","JA$1,340,000",https://www.jacars.net/adv/2500211_toyota-axio-1-5l-2010/
2015,Toyota,"Voxy 2,0L","JA$2,800,000",https://www.jacars.net/adv/2496373_toyota-voxy-2-0l-2015/
2020,Toyota,"Corolla 1,8L",Call for price,https://www.jacars.net/adv/2500210_toyota-corolla-1-8l-2020/
2019,Toyota,"Hilux 2,8L","Swap, Negotiable",https://www.jacars.net/adv/2500209_toyota-hilux-2-8l-2020/
2020,Toyota,"Hilux 2,8L",Call for price,https://www.jacars.net/adv/2500208_toyota-hilux-2-8l-2020/
2016,Toyota,"Voxy 2,0L","JA$3,600,000",https://www.jacars.net/adv/2496282_toyota-voxy-2-0l-2016/
2017,Toyota,"Noah 2,0L","JA$3,700,000",https://www.jacars.net/adv/2496271_toyota-noah-2-0l-2017/
2019,Toyota,"Voxy 2,0L",Call for price,https://www.jacars.net/adv/2500207_toyota-voxy-2-0l-2019/
2017,Toyota,"Voxy 1,9L","JA$3,500,000",https://www.jacars.net/adv/2500041_toyota-voxy-1-9l-2017/
2014,Toyota,"Hilux 3,0L",Negotiable,https://www.jacars.net/adv/2462015_toyota-hilux-3-0l-2014/
2020,Toyota,"Axio 1,5L","JA$2,399,000",https://www.jacars.net/adv/2490710_toyota-axio-1-5l-2020/
2017,Toyota,"Mark X 2,5L",Negotiable,https://www.jacars.net/adv/2495380_toyota-mark-x-2-5l-2017/
2017,Toyota,"Voxy 2,0L",Negotiable,https://www.jacars.net/adv/2495739_toyota-voxy-2-2l-2017/
2015,Toyota,"Voxy 2,0L","JA$3,050,000",https://www.jacars.net/adv/2499409_toyota-voxy-2-0l-2015/
2023,Toyota,"Harrier 2,0L","JA$7,000,000",https://www.jacars.net/adv/2460744_toyota-harrier-2-0l-2023/
2018,Toyota,"Voxy 2,0L","JA$4,800,000",https://www.jacars.net/adv/2495512_toyota-voxy-2-0l-2018/
2016,Toyota,"Voxy 2,0L","JA$3,020,000",https://www.jacars.net/adv/2500167_toyota-voxy-2-0l-2016/
2017,Toyota,"Crown Royal Saloon 3,5L","JA$3,300,000",https://www.jacars.net/adv/2498779_toyota-crown-royal-saloon-6-6l-2017/
2018,Toyota,"Voxy 2,0L","JA$3,800,000",https://www.jacars.net/adv/2491944_toyota-voxy-2-0l-2018/
2022,Toyota,"Raize 1,2L","JA$3,700,000",https://www.jacars.net/adv/2497543_toyota-raize-1-2l-2022/
2013,Toyota,"Voxy 2,0L","JA$1,880,000",https://www.jacars.net/adv/2500143_toyota-voxy-2-0l-2013/
2020,Toyota,"Probox 1,5L","JA$2,180,000",https://www.jacars.net/adv/2500137_toyota-probox-1-5l-2020/
2016,Toyota,"Voxy 2,0L","JA$3,100,000",https://www.jacars.net/adv/2500126_toyota-voxy-1-1l-2016/
2014,Toyota,"Premio 1,8L","JA$1,550,000",https://www.jacars.net/adv/2500125_toyota-premio-1-8l-2014/
2019,Toyota,"Fielder 1,5L","JA$2,200,000",https://www.jacars.net/adv/2465385_toyota-fielder-1-5l-2019/
2021,Toyota,"Yaris 1,0L","JA$2,220,000",https://www.jacars.net/adv/2497238_toyota-yaris-1-0l-2021/
2020,Toyota,"Harrier 2,0L","JA$5,199,999",https://www.jacars.net/adv/2473283_toyota-harrier-2-0l-2020/
